title,text,subject,date,label
house plan would increase trump s disaster aid request,washington  reuters    republicans u s  house representatives unveiled monday  81 billion aid package deal hurricanes wildfires  far president donald trump s  44 billion request  legislation would help puerto rico several states recover devastating hurricanes california western states cope wildfires  unclear whether latest natural disaster aid plan would rushed republican controlled congress week  start christmas recess  await congressional votes early next year  bill  introduced house appropriations committee chairman rodney frelinghuysen  includes  27 6 billion federal emergency management agency  26 1 billion community development block grants  “we commitment fellow citizens midst major rebuilding efforts areas  including texas  florida  california  louisiana  puerto rico  u s  virgin islands ” frelinghuysen  new jersey republican  said statement  earlier year  congress approved two disaster aid packages totaling  52 billion  trump s  44 billion request submitted mid november widely criticized lawmakers insufficient  third puerto rico s residents still without power hundreds remain shelters three months hurricane maria devastated island  california  wildfires burned 1 million acres  400 000 hectares  destroyed thousands homes ,politicsNews,"December 18, 2017 ",real
back golfing vacay  trump says he s done president ever,donald trump got back binge golfing span five days track triple time former president barack obama spent golf course first year office even though repeatedly disparaged predecessor golfing  least 27 tweets trump unleashed obama golfing  campaign trail  continued that  white house think ever see places  own   trump said campaign last year  citing one golf courses florida  want stay white house work ass off  make great deals  right  going leave  going leave  mark knoller cbs news keeps detailed statistics presidencies by count  pres trump spent part 87 days one golf clubs plus one japan  often not  wh say plays golf  compares point presidencies obama 24 rounds golfgeorge w bush 7 rounds  mark knoller   markknoller  november 26  2017trump golfed 5 days straight last day florida holiday  pres trump back one eponymous golf clubs  5th day row  photo op press pool  dropped across the street public library  mark knoller   markknoller  november 26  2017sunday night  vacationer in chief expressed concern russia scandal brought wait bringing up  went tell much done 10 months  president ever  since first day took office  hear phony democrat excuse losing election  russia  russia  russia  tweeted  despite economy booming possibly done 10 month president  make america great again  since first day took office  hear phony democrat excuse losing election  russia  russia russia  despite economy booming possibly done 10 month president  make america great again  donald j  trump   realdonaldtrump  november 26  2017to clear  trump saying accomplished george washington franklin d  roosevelt even though least popular president history polling passed major legislation  know taking vacations right now  robert mueller  who photo ian macnicol getty images ,News,"November 26, 2017",fake
republicans seek question fbi officials clinton probe  letter,washington  reuters    two republican lawmakers told u s  department justice tuesday want question three senior fbi officials investigation then democratic presidential candidate hillary clinton handling classified information secretary state  lawmakers  leading joint probe clinton investigation  said letter attorney general jeff sessions deputy  rod rosenstein  wanted speak fbi deputy director andrew mccabe  fbi chief staff jim rybicki fbi counsel lisa page beginning thursday  fbi declined comment letter referred reporters justice department  request meet fbi officials “transcribed interviews” made republicans obtained 300 text messages sent last year page fbi agent peter strzok critical then republican presidential candidate donald trump  text messages called “idiot” “a loathsome human ” among things  according copies reviewed reuters  strzok later worked special counsel robert mueller part investigation russian efforts interfere u s  election ties russian officials trump campaign  moscow denies u s  allegations election meddling trump denies campaign collusion  strzok  helped lead investigation clinton s handling classified material  removed mueller s team special counsel became aware texts critical trump  republican lawmakers attacked mueller  expressing concern potential bias among investigators  deputy attorney general rod rosenstein testified lawmakers “not aware” impropriety mueller s team  representative bob goodlatte  chairman house judiciary committee  representative trey gowdy  chairman house oversight committee  conducting joint review fbi s handling clinton investigation  letter sessions rosenstein  said looking several decisions fbi clinton investigation  including then fbi director james comey s decision refer clinton s case prosecution ,politicsNews,"December 20, 2017 ",real
white house  congress prepare talks spending  immigration,west palm beach  fla  washington  reuters    white house said friday set kick talks next week republican democratic congressional leaders immigration policy  government spending issues need wrapped early new year  expected flurry legislative activity comes republicans democrats begin set stage midterm congressional elections november  president donald trump s republican party eager maintain control congress democrats look openings wrest seats away senate house representatives  wednesday  trump s budget chief mick mulvaney legislative affairs director marc short meet senate majority leader mitch mcconnell house speaker paul ryan   republicans   democratic counterparts  senator chuck schumer representative nancy pelosi  white house said  followed weekend strategy sessions trump  mcconnell ryan jan  6 7 camp david presidential retreat maryland  according white house  senate returns work jan  3 house jan  8  congress passed short term government funding bill last week taking christmas break  needs come agreement defense spending various domestic programs jan  19  government shut down  also agenda lawmakers disaster aid people hit hurricanes puerto rico  texas florida  wildfires california  house passed  81 billion package december  senate take up  white house asked smaller figure   44 billion  deadlines also loom soon to expire protections young adult immigrants entered country illegally children  known “dreamers ” september  trump ended democratic former president barack obama s deferred action childhood arrivals  daca  program  protected dreamers deportation provided work permits  effective march  giving congress devise long term solution  democrats  republicans number large companies pushed daca protections continue  trump republicans said happen without congress approving broader immigration policy changes tougher border security  democrats oppose funding wall promised trump along u s  mexican border  “the democrats told  fully understand  daca without desperately needed wall southern border end horrible chain migration   ridiculous lottery system immigration etc ” trump said twitter post friday  trump wants overhaul immigration rules extended families others seeking live united states  republican u s  senator jeff flake  frequent critic president  said would work trump protect dreamers  “we fix daca way beefs border security  stops chain migration dreamers  addresses unfairness diversity lottery  potus  trump  wants protect kids  want help keep promise ” flake wrote twitter  congress early 2018 also must raise u s  debt ceiling avoid government default  u s  treasury would exhaust borrowing options run dry cash pay bills late march early april congress raise debt ceiling then  according nonpartisan congressional budget office  trump  first major legislative victory passage major tax overhaul month  also promised major infrastructure plan ,politicsNews,"December 29, 2017 ",real
trump s biggest kkk fan back  loved anti muslim tweets morning,case needed proof donald trump racist tweets thinly coded message alt right  anti muslim  white supremacist followers  former grand wizard kkk jumped board today praise president hates a lot it enough kkk endorsed trump campaign stop multitudes followers voting him  hard say whether duke full throated endorsement today disgusting display racism different  average american  seeing former klan leader get behind trump vigorously make little sick to even go duke page twitter subject blinding cover photo  white  blue eyed aryan baby upper corner  words okay white across middle  phrase part hate campaign doctor duke pushing across america  play notion kind war white people happening but tweet disturbing trump retweets video crippled white kid europe beaten migrants  white people thrown roof beaten death  he s condemned showing us fake news media won t  thank god trump  that s love him  david duke   drdavidduke  november 29  2017by invoking god message  duke trying age old tactic pretending white supremacy roots christianity  angle kkk members tried use generations sadly  works followers duke donald trump s  seems quite bit crossover two racist groups  surprise  kkk absolutely instrumental getting trump elected the bottom line is  men know exactly send messages like followers  trump racist retweets already disgraceful enough  continuing leave twitter feed even seeing praise loyal white knight like david duke rubbing salt wound featured image via william thomas cain getty images,News,"November 29, 2017",fake
u s  tax plan roils popular bet bond market,new york  reuters    passage long anticipated u s  tax overhaul up ended bond market s favorite trade year yields long dated treasuries shot highest months  doubts tax cuts fuel inflation many investors confident reversal short lived  view u s  federal reserve keep raising short term interest rates  even inflation remains subdued  made longer dated treasury bonds appealing short dated ones  made so called yield curve flattener trades   bet gap short  long dated bond yields narrow   profitable bet bond market year  investors  appetite trade drove yield curve flattest level decade earlier week  however  sharp reversal got underway tax bill s passage became certain  paving way bigger government deficit federal borrowing  “it s great time cash out ” said brian reynolds  asset class strategist new york based canaccord genuity  republican controlled congressional chambers approved tax legislation  president donald trump expected sign days ahead  treasury market selloff pushed benchmark 10 year yield nearly 2 50 percent  highest nine months 30 year yield around 2 87 percent  five week peak  analysts reckoned jump yields reflects investors demanding higher compensation  term premium  case tax cuts stoke inflation hurt longer dated bonds  long prevails open question  though  given previous episodes curve steepening last year quickly faded  “in words  sharp term premium moves tend permanent ” cornerstone macro analysts said note wednesday  late afternoon trading  spread two year 10 year treasury yields 63 basis points versus 60 basis points tuesday around 51 earlier week  even week s steepening  two to 10 year part curve flattened nearly 63 basis points year  curve flatteners seen likely regain popularity long run due low inflation outlook sturdy global demand long dated u s  debt  short term  however  may prove choppy trade investors gauge bill s impact  “it s hard predict yield curve would behave short term  biggest question timing level cash flows going government tax reform ” canaccord s reynolds said  one factor mountain corporate cash held overseas  part new tax code  u s  multinational companies could bring back estimated  2 6 trillion business profits overseas treasury department could benefit taxes repatriated money  reynolds estimated treasury might receive much  225 billion tax receipts 2018 companies bring back overseas profits  means government could issue fewer two  three year treasury securities  pressuring yields lower steepening yield curve 2019  said  independent government estimates suggest tax plan could add least  1 trillion  20 trillion national debt 10 years treasury department would ratchet borrowing compensate shortfalls tax receipts  degree bill may spur business investment consumer spending  could lift tax receipts cap rise deficit  another key unknown shape yield curve going forward  still  dominant view wall street remains cut provide short term bump economic growth  many analysts expect longer term curve flattening trend reassert year ahead  “accordingly  maintain conviction curve flattening going 2018 ” morgan stanley analysts wrote note wednesday ,politicsNews,"December 20, 2017 ",real
trump commutes fraud sentence kosher meatpacker,washington  reuters    president donald trump  first exercise power commute criminal sentences  cut short 27 year prison term kosher meatpacking executive convicted eight years ago bank fraud  white house said wednesday  commutation granted sholom rubashkin  57  marked second time trump invoked clemency authority president  following blanket pardon granted earlier year joe arpaio  former sheriff maricopa county arizona  unlike case arpaio  judge found guilty contempt case involving racial profiling  trump s latest action leaves rubashkin s conviction intact  well terms supervised release federal prison obligation make restitution  rubashkin convicted 2009 86 counts financial fraud came light government raid kosher meatpacking plant postville  iowa  hundreds undocumented immigrant workers arrested  rubashkin  father 10  chief executive overseeing slaughterhouse headquarters family business largest kosher meat processing company united states  u s  supreme court 2012 refused hear appeal contesting rubashkin s sentence  lawyers argued excessive first time  non violent offender  lawyers also contended  avail  entitled new trial based evidence alleged judicial misconduct  case sparked outcry members legal orthodox jewish communities rallied rubashkin s defense  white house statement cited letters support review rubashkin s case 30 members congress parties  including house representatives democratic leader nancy pelosi veteran republican senator orrin hatch  trump also pointed bipartisan expressions support review case 100 former high ranking u s  justice department officials  prosecutors  judges legal scholars  white house noted criticism rubashkin s sentencing unusually harsh comparison penalties imposed others similar white collar crimes  former enron chief executive jeffrey skilling originally sentenced 24 years prison  federal judge later shortened term 14 years  former ceo tyco international ltd  l  dennis kozlowski  sentenced 8 1 3 25 years prison paroled serving eight ,politicsNews,"December 21, 2017 ",real
texas governor broke trump  unprecedented,republicans texas  including gov  greg abbott  ripped new  44 billion white house disaster relief aid request inadequate  two months since state devastated hurricane harvey donald trump failed promise rebuild texas  abbott criticism strikingly different day trump visited texas aftermath hurricane  commitment firm  strong unequivocal  abbott said time  going everything could ensure texas restored swiftly  effectively possible  now  two months later  republicans calling response wholly inadequate  according dallas news the white house disaster relief aid request falls well short demands made officials texas  florida puerto rico greg abbott said request live trump pledged recovery aid  abbott noted news conference still reviewing white house request appears completely inadequate  more  abbott said  live trump pledged recovery aid  said washington worked faster victims superstorm sandy harvey  superstorm sandy hit 2012 obama administration  way  president told privately said publicly  wants builder president  president said wants best recovery disaster ever  abbott said it abbott  texas sen  john cornyn  no  2 republican  blasted request wholly inadequate  chorus texas lawmakers slammed insufficient houston rep  john culberson  republican appropriations committee member  ripped trump recovery efforts  calling request complete lack understanding fundamental needs texans said nightmare harvey survivors democrats  too  including senate minority leader chuck schumer florida sen  bill nelson  criticizing measure measly if someone warned abbott republican colleagues trust trump  maybe shocked  maybe would different leader ability deal critical issues  wait  warned  they photo alex wong getty images ,News,"November 19, 2017",fake
despicable trump suggests female senator would do anything  campaign money  tweet ,donald trump afraid strong  powerful women  horrific misogynist  shown again  nothing new  mocked weight beauty queen  made repeated suggestions women menstrual cycles  repeatedly called women accuse men including sexual harassment sexual assault liars threatened sue him  now  gone even lower attack democratic senator kirsten gillibrand  ny  in early morning tweet  trump actually suggested senator gillibrand would sex campaign money  no  kidding  tweet lightweight senator kirsten gillibrand  total flunky chuck schumer someone would come office begging campaign contributions long ago  and would anything them   ring fighting trump  disloyal bill   crooked used  donald j  trump   realdonaldtrump  december 12  2017for one thing  think kirsten gillibrand beg likes donald trump anything  certainly would stoop anywhere near trump suggesting campaign money  think this  folks  sitting president actually saying sitting senator offered sex exchange campaign money  truly beyond pale  already knew donald trump sexist asshole  new low  even him general kelly  general mcmaster  whomever else running white house something fool twitter habit  way control  great damage nation ever 140 280 character outburst  outrageous  forget fact orange overlord currently squatting oval office adult  period  acting like this in watershed moment america  time call sexist in chief complete misogynist respect women never has  ivanka  melania  sarah huckabee sanders  hope hicks  women trump orbit need step say enough  curtail man sexist behavior  turn woman card  every last one you featured image via alex wong getty images,News,"December 12, 2017",fake
short term government funding  disaster aid bills advance house,washington  reuters    u s  house representatives thursday took step toward averting partial government shutdown end week  approving rules debate bill would fund federal agencies jan  19  also cleared debate  81 billion disaster aid bill help u s  states  puerto rico u s  virgin islands recover series recent natural disasters  house votes bills expected later thursday ,politicsNews,"December 21, 2017 ",real
trump aides hope win taxes stem slide poll numbers,washington  reuters    near end president donald trump s rocky first year office  white house aides view imminent victory tax overhaul starting point strengthen weak approval ratings ahead key congressional elections next november  republicans said effort political turnaround must include reining trump s habit lashing critics twitter  white house aides said recognized trump s poll numbers needed start rising limit damage 2018 elections fellow republicans  continued control congress stake  democratic takeover house representatives senate could jeopardize trump s agenda  “we grow  move up  think successes like tax vote important us ” said senior white house official  administration officials said trump would seek use momentum generated biggest tax rewrite 30 years help propel legislative priorities  including infrastructure program welfare reform  final passage republican tax bill expected wednesday would trump s first major legislative victory since taking office january  tax bill carries risks  republicans insist boost economy job growth  democrats condemn giveaway corporations rich  reuters ipsos poll  52 percent adults said opposed tax plan  27 percent supported it  unless trump practices greater discipline  republican strategists see disaster looming congressional elections  third 100 member senate 435 seats house grabs  “stop tweeting start new year new level message discipline  try it  it ll work  you ll get poll numbers back up ” said republican strategist scott reed  “they ve got focus job approval number it s historic death watch midterm elections  record strong  discipline key year two ” reed said  trump repeatedly caused controversy early morning tweets  particularly aimed individuals  raised hackles recently tweeted democratic senator kirsten gillibrand “would anything” campaign donations  “there definitely moments we d like see stop ” one senior aide said  “some early morning stuff helpful last weeks ” talk white house among trump s outside advisers hiring senior political adviser akin former president barack obama s political aide david axelrod former president george w  bush s adviser karl rove  white house political director  bill stepien  seen data driven adviser  trump  sees strategist  anyone steeped politics like former white house chief staff  reince priebus  former chief strategist steve bannon  aides said discussion getting trump events smaller settings order show personal side president  standard appearance go event  deliver speech big crowd leave  trump historical trend party holds white house typically loses seats first congressional elections president s initial two years office  democratic president bill clinton 46 percent approval rating november 1994 party still lost 54 seats house eight senate  trump 41 percent mid december poll nbc news wall street journal  republican strategist ford o connell said trump done much keep conservative base support happy expand popularity  that  needs ease voters  concerns fitness office  “what win people like independents never trumpers make american people feel comfortable president ” said o connell  “his achievements quite striking  he s connecting  with public  ”,politicsNews,"December 20, 2017 ",real
trump  market fully digested tax cut changes,washington  reuters    u s  president donald trump said believed financial markets fully absorbed tax cut changes legislation expected passed congress wednesday  “they re thinking market hasn t fully digested they ve got here ” said  referring economic advisers  “i don t think market even begun realize good are  like instance  full expensing ”,politicsNews,"December 20, 2017 ",real
cnn calls it  democrat represent alabama senate first time  years,alabama notoriously deep red state  place democrats always think zero chances winning especially statewide federal elections  however  happened tuesday night special election replace senator jeff sessions  doug jones  democratic senate candidate known state prosecuting ku klux klan members bombed church civil rights movement killed four little african american girls  next senator alabama  cnn called race  seems gop leaning counties there to contrast  roy moore twice removed alabama supreme court chief justice violating law  also credibly accused sexual predator toward teen girls  despite that  though  race nail biter  moore long history deep base alabama  course  decent people including republicans horrified idea man like roy moore going senate  despite allegations sexual predation  moore also said many incendiary things  putting forth idea muslims allowed congress  homosexuality illegal  america great slavery legal  starters  too thank alabama  letting sanity prevail race  oh  message democrats proof compete everywhere  get fifty state strategy going blow gop outta water 2018 featured image via justin sullivan getty images,News,"December 12, 2017",fake
liberal group trolls trump roy moore rally best possible way  video ,donald trump held rally alabama senate candidate alleged pedophile roy moore pensacola  florida friday night later claimed packed rafters venue barely half filled supporters  outside rally  liberal group targeted former reality show star moore using ivanka trump words american bridge used mobile billboard featuring ivanka trump criticism moore  truck displayed  special place hell people prey children along trump daughter picture emblazoned across it happening  realdonaldtrump rally  driving mobile billboard promoting  ivankatrump condemnation roy moore   alsen pic twitter com exqiajzj05 american bridge   american bridge  december 9  2017the group site says quote reason doubt victims accounts ivanka blasted loudspeaker outside rally watch we pensacola promoting  ivankatrump comments roy moore pic twitter com nj3evtw0mw american bridge   american bridge  december 9  2017 special place hell people prey children  ivanka trump told associated press moore scandal became public  yet see valid explanation  reason doubt victims accounts  trump given moore full support despite alabama senate candidate accused multilple women targeting teenagers thirties working district attorney the truck reportedly parked across street rally  eventually driven around crowd american bridge staffers  hill reports donald trump accused sexual harassment assault 19 women yet  conservatives rewarded electing highest seat land  right wing alabama evangelicals seem take issue moore scandalous past  includes hating muslims  lgbtq community  allegedly creeping young girls photo drew angerer getty images ,News,"December 9, 2017",fake
mcconnell happier trump tweets tax victory,washington  reuters    summer spat president donald trump senate majority leader mitch mcconnell turned warm embrace   took sweeping rewrite u s  tax code  months  mcconnell urged president lock cell phone drawer retire signature tweets washington abuzz daily basis  even chided trump “excessive expectations” congress  part  trump scorched mcconnell august failing repeal obamacare  sidestepped reporters  questions whether senator retire tweeted  “mitch  get work ” congress  passage tax bill week  giving trump first major legislative victory  president tweeted wednesday  “i would like congratulate  senatemajldr done fantastic job ” mcconnell joined love fest friday  least constitutes love fest understated senator  “with regard president s tweeting habits  haven t fan week  i m warming it ” mcconnell quipped  still  reined reporters asked whether might visit trump mar a lago  president s florida resort  christmas new year holidays  mcconnell laughed said would instead attending dec  30 football game jacksonville  fla  “that s closest i ll get ”,politicsNews,"December 22, 2017 ",real
democrats plan use tax bill attack republicans midterms,washington  reuters    tax bill president donald trump s biggest legislative victory year  democratic strategists already planning turn biggest liability  emotional trigger think work voters next year s midterm elections  arguing bill profoundly unfair giving lion s share benefits corporations rich  “be careful wish for ” tom steyer  democratic billionaire  said republican leaders interview reuters wednesday  “they wanted this  never wanted it  they ve got it  they re going wish didn t ” steyer said plans use money   political group nextgen america   attack republican tax overhaul  using social media online advertising aimed young voters  strategy recently helped elect democratic candidate doug jones senate race alabama ralph northam governor virginia  november 2018  elections held 435 seats u s  house representatives 34 seats 100 member senate  pollsters believe midterms could rare “wave election ” one party seizes back control congress  happened republicans 2010 1994  democrats able pick two senate seats  take control chamber  wins alabama virginia  even hopeful could tap anger tax cuts rich win control house  29 percent voters approve tax bill  according reuters ipsos poll conducted mid december  slightly 52 percent oppose it  region country even half people polled say support it  democratic senate campaign committee already running anti tax plan ads several key states including nevada  arizona  indiana  ohio  pennsylvania wisconsin  ads five second spots running youtube videos  viewer  unable skip ads  hear  “the republican tax scheme gives huge breaks corporations raises taxes middle class families ” tax bill cuts corporate tax rate 21 percent raises threshold inheritance taxed  also cuts tax rate top earners  also cuts tax rate income groups doubles size standard deduction  elimination popular deductions could result taxpayers seeing tax increase instead cut  popular republican base  trump voters party s donors  stock market surged anticipation cuts  democrats plan focus provisions like benefits commercial real estate owners  arguing tax bill could produce millions dollars cash trump family members  white house asserts trump personally benefit – admits business might  super pac american bridge  supports democratic candidates  running digital ads states senate races targeting women  swing voters republicans suburban areas  said joshua karp  group s communication director senate races  “i think couple things get almost americans riled bill  fundamentally unfair breaking promise republicans made american people ” karp said  republicans say democrats indulging wishful thinking  polls say 50 percent voters think taxes go up  tax analysts say 80 percent pay less tax  republicans counting voters  see money paychecks  dismiss democratic rhetoric  perhaps even throw support behind trump  unpleasant surprises store taxpayers  filing first tax returns new law early 2019  months midterm elections  republican strategist alex conant  veteran congressional presidential campaigns  said unpopularity tax cuts opinion polls directly attributed trump s low approval levels  “we re losing elections donald trump incredibly unpopular makes lot independents soft republicans uncomfortable     trump s numbers dragging tax reform s numbers ” conant said  although also played electoral risks tax overhaul  “i would surprised people marching streets months cut taxes ” republicans advantages  like growing economy  means attack tax overhaul could backfire  “democrats hard time taking road economy still going gang busters 11 months now ” republican strategist joe bretell said  acknowledges democrats right track  “the emotional trigger point fairness ” said  “the party best explain brand bill explain it s fair unfair base side  wins ”,politicsNews,"December 20, 2017 ",real
heartless rebuke victims  trump invites nra xmas party sandy hook anniversary,almost seems like donald trump trolling america point  beginning  tried gaslight country insisting crowd inauguration biggest ever even close last couple inaugurations kind scratched heads wondered kind bullshit playing at  started appointing people positions business in  started worry going go much worse expected after 11 months donald trump pulling rhetorical equivalent whipping dick slapping every table gets near  think time address happening  dude straight up troll  gets pleasure making people uncomfortable even seeing distress  actively thinks ways piss people like let set aside moment fact least presidential behavior anyone ever heard dangerous his latest stunt one grossest yet everyone is  now  used trump talking things want talk about  making huge deal things many people care about  huge surprise president discuss sandy hook shooting 2012 fifth anniversary tragic event  huge surprise consciously decided invite victims families white house christmas party year invited every year since massacre took place  along others share concerns in past 4 years  president obama invited gun violence prevention activists  gun violence survivors  including sandy hook families  supportive lawmakers christmas party  zero gun lobbyists attendance  pic twitter com qepw9ftbsh shannon watts   shannonrwatts  december 15  2017the last sentence tweet important  exactly donald trump invite white house christmas party  instead victims  anniversary day yesterday 5 year mark mass shooting sandy hook school  went unacknowledged president  day  hosted white house christmas party invited  nra ceo wayne lapierre  party  danpatrick  pic twitter com mubkciwgxb shannon watts   shannonrwatts  december 15  2017wayne lapierre man who  response sandy hook massacre  finally issued statement blamed gun violence music  movies  video games  culminated perhaps greatest bit irony man ever unintentionally conceived of  fantasizing killing people way get kicks really filthiest form pornography  yes  yes  is  wayne anyway  happy holidays merry christmas donald trump  everyone featured image via alex wong getty images,News,"December 16, 2017",fake
mexico review need tax changes u s  reform document,mexico city  reuters    mexico s finance ministry evaluate whether make fiscal changes response u s  tax reform  according document seen reuters friday  document  ministry said mexico would make changes left higher public sector deficit  “nevertheless  assessment whether modifications made mexico s fiscal framework ” document said ,politicsNews,"December 22, 2017 ",real
time magazine humiliates trump lies award,donald trump polling well readers choice poll  getting ass kicked time person year taylor swift   metoo movement  mayor san juan  latter repeatedly targeted twitter  different time magazine person year chosen editors  trump win last year  one year election least popular president history polling  so  president liar pants lied twitter receiving award  time magazine called say probably going named man  person  year  like last year  would agree interview major photo shoot  wrote  said probably good took pass  thanks anyway  time magazine called say probably going named man  person  year  like last year  would agree interview major photo shoot  said probably good took pass  thanks anyway  donald j  trump   realdonaldtrump  november 24  2017no one buying excuse especially time magazine  president incorrect choose person year  magazine wrote official twitter account  time comment choice publication  december 6  president incorrect choose person year  time comment choice publication  december 6  time   time  november 25  2017time chief content officer  alan murray  also fired back trump personal twitter account  amazing  mr  murray wrote  speck truth trump tweets took pass named time person year  amazing  speck truth trump tweets  took pass  named time s person year alan murray   alansmurray  november 25  2017in following tweet  murray called trump claim total bullshit total bs alan murray   alansmurray  november 25  2017in 2016  trump called winning 2016 award magazine tremendous honor  former reality show star turned president busted june hanging photoshopped time cover featuring walls least four seventeen golf courses  fake headlines touted success  trump grifting u s  since wild eyed claims cult like supporters would believe photo alex wong getty images ,News,"November 24, 2017",fake
house widens ethics probe include farenthold campaign work,washington  reuters    ethics probe u s  representative blake farenthold  already cloud alleged sexual misconduct  expanded look whether mixed political campaign congressional work lied house ethics committee  panel said thursday  last week  farenthold said would seek re election next year accounts surfaced created hostile work environment  texas republican denied allegations sexual harassment admitted allowing unprofessional culture capitol hill office  thursday ethics committee voted unanimously investigate whether farenthold used congressional staff resources house representatives political campaign  made false statements omissions committee  panel already looking whether committed sexual harassment  discrimination retaliation former staff member made inappropriate statements members staff  committee said announcement read indication found rule violations  farenthold s office immediately respond request comment  congress strictly divides lawmakers  work capitol hill runs re election taxpayers end subsidizing political campaigns  august  committee went far warn representatives  face elections every two years  even send texts forward emails related campaigns house buildings  congress reviewing workplace policies sexual harassment number lawmakers accused sexual misconduct recent weeks amid wave allegations powerful men entertainment  politics media  bipartisan group lawmakers house said thursday intends introduce legislation january reforming 20 year old law covers sexual harassment congress  hopes pass soon after ,politicsNews,"December 21, 2017 ",real
trump supporters object prince harry s recent engagement terrible reasons  tweets ,great britain buckingham palace announced yesterday prince harry  youngest son diana  princess wales  gotten engaged  royal engagement always big news united kingdom  one also hit home united states too  harry now fiance american actress meghan markle  best known roles rachel zane legal drama series suits  well special agent amy jessup sci fi thriller fringe the british royal family longer holds anywhere near much clout did  essentially relegated mere tabloid fodder  many expressing happiness online one windsor beloved members  quite trump supporters expressed dissatisfaction prince choice  see  markle biracial  father caucasian mother african american  minds many deplorables  bad thing it completely irrelevant prince philip  duke edinburgh husband reigning queen elizabeth ii  half greek  pretty much white  however  news broke prince harry engagement markle  white supremacists across united states around globe took twitter  twisted minds  disturbing racial purity british royal family good thing  despite fact fact going centuries  mere sample it s smiles tv private  queen figuring stop  princeharry destroying  royalbloodline mixed race  royalwedding  godsavethequeen  fb  twtr  goog  maga  penny king   groman100  november 27  2017totally unsuitable royal bride  prince harry marrying left wing dindu  royal princess standards practically prostitute  romper stomper   votadini1  november 27  2017 princeharry biggest cuck britain gonna marry avarage looking chick rode kok carousel throughout 20s loser prince harry royal wedding royal family kensington palace western highlander   thegreatwork3  november 27  2017prince harry marrying half breed  crown  troy williams   troywilliams67  november 27  2017the bastard cuck marrying older half african woman  meganmarkle  princeharry  14words must secure pic twitter com ppirhaigw8 doema fadir   doemafadir  november 27  2017prince harry marry average ass chick  man they re lucky i m prince i d 500 concubines world  i d bring back british empire big d  south africa usa baby england owns shit  harry cuck  andrew tate   kingcobratate  november 27  2017prince harry race traitor loves dindus n e w g u r   whowantstobeano  november 22  2016but comes american racists letting opinions known  princess to be color issue  fact idol snubbed royal celebration causing real pain  right  prince harry made quite clear president donald trump welcome wedding  despite bride united states citizen  barack michelle obama  hand  likely welcomed open arms both harry especially mother  princess diana  well known humanitarian work according close source  prince fan trump  harry thinks president serious threat human rights  source continued  might lot that when princess diana split husband  prince charles  1992  palace aide claims trump relentless pursuit diana  claim backed british tv journalist friend princess  selina scott  scott said trump bombarded diana kensington palace massive bouquets flowers  adding gave diana creeps  fact trump representatives obviously deny  tweets donald trump princess kate middleton  wife harry brother  prince william  illegally photographed paparazzi sunbathing topless backyard 2012 kate middleton great sunbathing nude blame  donald j  trump   realdonaldtrump  september 17  2012who take kate s picture make lots money nude sunbathing thing  come kate  donald j  trump   realdonaldtrump  september 17  2012meghan markle also critic president  calling misogynistic even threatened leave us became president  would likely fine trump non attendance wedding  supporters take kindly shunned featured image via chris jackson getty images invictus games foundation,News,"November 28, 2017",fake
republican senator gets dragged going robert mueller,senate majority whip john cornyn  r tx  thought would good idea attack special counsel robert mueller russia probe  mueller noose tightens  republicans losing sh t attacking mueller fbi order protect probably corrupt president ever former attorney general eric holder tweeted friday  speaking behalf vast majority american people  republicans congress forewarned  attempt remove bob mueller tolerated  cornyn retweeted holder say  t  senator johncornyn   johncornyn  december 16  2017bloomberg steven dennis tweeted saturday  cornyn  beef holder  mueller  cornyn responded say  mueller needs clean house partisans  mueller needs clean house partisans senator johncornyn   johncornyn  december 16  2017the washington post greg sargent asked cornyn  accept findings mueller probe legitimate   johncornyn  makes sense wait see first  cornyn responded makes sense wait see first senator johncornyn   johncornyn  december 16  2017republicans trying discredit mueller twitter users took notice if even think firing mueller make life mission make sure last term  buddy  mrs  smh   mrssmh2  december 16  2017carrollton  tx ready willing help get cruz cornyn jules012   juleslorey1  december 16  2017garland  tx same  bye bye tdk   ejkmom1998  december 16  2017austin  tx   istandwithmueller  cronyn fake representative  represents interests anything profit vj   tex92eye  december 16  2017i stand mueller  kenneth shipp   shipp kenneth  december 16  2017he speaks bs cover russia pawn trump gulity would mueller fired cover ellen reeher morris   ellenmorris1222  december 16  2017 ericholder speaks 69  americans according recent polling  vast majority book  around saturday night massacre  johncornyn  firing mueller would x100  lori winters   loriw66  december 16  2017country party  pic twitter com nxex9rgbgu pittieboo   pittieboo  december 16  2017he speaks me   johncornyn   speaks vast majority american citizens who  remember  vote  see 2018  andrew silver   standsagreenoak  december 16  2017i might move texas get cronies tossed office  blue wave coming corrupt  ollie   marciebp  december 16  2017good try  john  history kind you photo ann heisenfelt getty images,News,"December 16, 2017",fake
